0,62085942697000960.000000
1,59183000071438336.000000
2,1399038661269389312.000000
3,53762957502316544.000000
4,49233454927183872.000000
5,1196249547005755392.000000
6,1135096703133679616.000000
7,1034606563035185152.000000
8,1090558991785787392.000000
9,1034603608097685504.000000
10,981348006492110848.000000
11,929263797086978048.000000
12,919518069615755264.000000
13,837160319368298496.000000
14,1458177904214016.000000
15,784232578386231296.000000
16,743500551659978752.000000
17,33063216590356480.000000
18,793778881935966208.000000
19,33065488628056064.000000
20,742280574789484544.000000
21,29966601004515328.000000
22,668202421977088000.000000
23,633332991250137088.000000
24,575498061153828864.000000
25,24583104312115200.000000
26,600220854982279168.000000
27,568729158335594496.000000
28,538916725182169088.000000
29,510567226609238016.000000
30,483617612496896000.000000
31,458076747657641984.000000
32,20281610813308928.000000
33,438828009907027968.000000
34,463416972554534912.000000
35,489284976462790656.000000
36,538874668862406656.000000
37,24583022707736576.000000
38,538916828261384192.000000
39,510568978955894784.000000
40,483619227404599296.000000
41,19250520162041856.000000
42,415566673190322176.000000
43,410860763423440896.000000
44,388997593180405760.000000
45,368284855697408000.000000
46,333046813697245184.000000
47,14845874433687552.000000
48,312343937459159040.000000
49,13437112275697664.000000
50,312343868739682304.000000
51,14875971417014272.000000
52,312343937459159040.000000
53,294993266015731712.000000
54,279650732301352960.000000
55,294992063424888832.000000
56,279676106968137728.000000
57,253024305888100352.000000
58,11526060134891520.000000
59,12132144444866560.000000
60,250306399043584000.000000
61,10948116450639872.000000
62,213998807107502080.000000
63,211745959321796608.000000
64,9378732179456000.000000
65,189265310220550144.000000
66,191272537416531968.000000
67,202329535583092736.000000
68,200212803900932096.000000
69,189284087817568256.000000
70,8455707737194496.000000
71,189266203573747712.000000
72,178931979683627008.000000
73,161478538262740992.000000
74,178533303639343104.000000
75,7664220426469376.000000
76,159818911359959040.000000
77,144152571471200256.000000
78,142706284183945216.000000
79,128621660491218944.000000
80,127351166215389184.000000
81,120281357988397056.000000
82,113590357286977536.000000
83,120010294012411904.000000
84,272081698684928.000000
85,120010336962084864.000000
86,113332203982684160.000000
87,107011669980348416.000000
88,4999923900612608.000000
89,102244995016163328.000000
90,113332238342422528.000000
91,102232891798323200.000000
92,5000495668133888.000000
93,91090801739694080.000000
94,5000494057521152.000000
95,95597227455545344.000000
96,96278357729083392.000000
97,90867300231544832.000000
98,90223080906948608.000000
99,84957588441006080.000000
100,76524969911123968.000000
101,81111625616064512.000000
102,4039659675975680.000000
103,75813886535663616.000000
104,68087876025319424.000000
105,67475233300283392.000000
106,60549873413390336.000000
107,67475662797012992.000000
108,63474209271054336.000000
109,60007642382204928.000000
110,56581907747438592.000000
111,2761037979844608.000000
112,56589277911318528.000000
113,53344644867555328.000000
114,50156447694061568.000000
115,45050642112184320.000000
116,50292684056690688.000000
117,47402699347460096.000000
118,50292688351657984.000000
119,47402695052492800.000000
120,2621307124449280.000000
121,53215572510375936.000000
122,2620956010872832.000000
123,50727214487961600.000000
124,53817464932270080.000000
125,53351705793789952.000000
126,2779225824165888.000000
127,2935191924375552.000000
128,3249178729775104.000000
129,60007620907368448.000000
130,3257271790338048.000000
131,67300969297215488.000000
132,71532620185337856.000000
133,64212819091914752.000000
134,63640471750049792.000000
135,57088340226211840.000000
136,2915362865676288.000000
137,50727210192994304.000000
138,50292684056690688.000000
139,45050302809767936.000000
140,2343633730666496.000000
141,41983051915329536.000000
142,42446556195979264.000000
143,47402682167590912.000000
144,47807985346412544.000000
145,47396248306581504.000000
146,2349789492543488.000000
147,47402695052492800.000000
148,44666285488865280.000000
149,129941349859328.000000
150,44555681491058688.000000
151,47402360045043712.000000
152,42446560490946560.000000
153,47402677872623616.000000
154,2232380387491840.000000
155,41977172105101312.000000
156,37559695161950208.000000
157,42094368877707264.000000
158,39553294426701824.000000
159,2224025870794752.000000
160,37660197396676608.000000
161,35473998913470464.000000
162,33399984976035840.000000
163,33049476989976576.000000
164,31119862000517120.000000
165,33140068587667456.000000
166,35189474509979648.000000
167,1992459219369984.000000
168,33309513637429248.000000
169,33140330580672512.000000
170,33309498605043712.000000
171,33140330580672512.000000
172,31206175810781184.000000
173,29298832374235136.000000
174,1601234138038272.000000
175,27871309799096320.000000
176,31201522213715968.000000
177,29376395188633600.000000
178,31205937440096256.000000
179,29380604256583680.000000
180,27658189226901504.000000
181,1427429025382400.000000
182,24500245803040768.000000
183,23054216213823488.000000
184,21690428805873664.000000
185,1272505394266112.000000
186,1143013740904448.000000
187,23054012202876928.000000
188,24500245803040768.000000
189,25959332092837888.000000
190,1349665287045120.000000
191,25959329945354240.000000
192,24429988728012800.000000
193,22987489601912832.000000
194,1143014277775360.000000
195,21848449242628096.000000
196,21690437395808256.000000
197,20404412518236160.000000
198,20550956802375680.000000
199,19327915472715776.000000
200,21623560460042240.000000
201,1140213153792000.000000
202,19191715617308672.000000
203,18048668053536768.000000
204,19191896005935104.000000
205,17085033084878848.000000
206,16971396840161280.000000
207,15906995496288256.000000
208,14189868645089280.000000
209,908712000618496.000000
210,14999065179717632.000000
211,810592466108416.000000
212,13248174516862976.000000
213,12448179949666304.000000
214,765420416008192.000000
215,808068233297920.000000
216,13248182033055744.000000
